pair_id,cmi_score,cmi_legacy_recomputed,cmi_v2_exclude,cmi_v2_hindi,cmi_v2_english
P02810,0.4146341463414634,0.4146341463414634,42.50000000000001,42.50000000000001,42.50000000000001
P00987,0.4444444444444444,0.4444444444444444,24.0,23.684210526315784,25.0
P02276,0.492063492063492,0.49206349206349204,24.13793103448276,23.728813559322038,25.423728813559322
P02263,0.4589041095890411,0.4589041095890411,28.455284552845526,28.000000000000004,29.600000000000005
P00571,0.4827586206896552,0.4827586206896552,21.333333333333336,21.052631578947366,22.368421052631582
P00227,0.422680412371134,0.422680412371134,25.0,25.0,25.0
P01531,0.4615384615384615,0.46153846153846156,20.238095238095234,20.238095238095234,20.238095238095234
P02940,0.4266666666666667,0.4266666666666667,23.076923076923073,23.076923076923073,23.076923076923073
P00061,0.4380165289256198,0.4380165289256198,17.647058823529417,17.47572815533981,18.446601941747577
P01255,0.5588235294117647,0.5588235294117647,27.692307692307693,27.692307692307693,27.692307692307693
P01239,0.5,0.5,21.333333333333336,21.052631578947366,22.368421052631582
P01337,0.4756097560975609,0.47560975609756095,18.309859154929576,18.055555555555557,19.444444444444443
P00945,0.4343434343434343,0.43434343434343436,31.76470588235294,31.76470588235294,31.76470588235294
P00252,0.3779527559055118,0.3779527559055118,18.34862385321101,18.34862385321101,18.34862385321101
P00092,0.4752475247524752,0.4752475247524752,22.619047619047617,22.352941176470587,23.529411764705888
P02587,0.4133333333333333,0.41333333333333333,32.846715328467155,32.846715328467155,32.846715328467155
P01146,0.4180327868852459,0.4180327868852459,33.333333333333336,33.333333333333336,33.333333333333336
P02254,0.4216867469879518,0.42168674698795183,36.48648648648649,36.48648648648649,36.48648648648649
P02538,0.3693693693693693,0.36936936936936937,32.291666666666664,31.958762886597935,32.98969072164949
P01620,0.5357142857142857,0.5357142857142857,24.07407407407407,24.07407407407407,24.07407407407407
P00187,0.25,0.25,44.44444444444444,44.44444444444444,44.44444444444444
P00751,0.417910447761194,0.417910447761194,33.333333333333336,33.333333333333336,33.333333333333336
P01449,0.4247787610619469,0.4247787610619469,28.155339805825243,28.155339805825243,28.155339805825243
P02708,0.4025974025974026,0.4025974025974026,35.03649635036496,35.03649635036496,35.03649635036496
